"action_number","action_id","action_layer_id","title","description","category","level","platform","audience","script_path","script_sha256","hash_policy","public_safe","no_admin_required","no_remediation","mutation","accepted_for_baseline","accepted_for_mutation"
"691","ENDUSER_NETWORK_VPN_PROFILE_COUNT_CATEGORY_SUMMARY_V1","network-evidence-v1","Network VPN profile count category summary","Collects sanitized read-only local evidence for network-vpn-profile-count-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/691-network-vpn-profile-count-category-summary.ps1","e1666db7f3a5ff8bf9e36ef1092a2911a3a1dc9565a7841593bcc472a9e69b19","lf-normalized-sha256","True","True","True","False","False","False"
"692","ENDUSER_NETWORK_VPN_CONNECTED_PRESENCE_SUMMARY_V1","network-evidence-v1","Network VPN connected presence summary","Collects sanitized read-only local evidence for network-vpn-connected-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/692-network-vpn-connected-presence-summary.ps1","1f33ab0166b837a70281b416f8246b9ed82ecbc72e8af6718f83d0af354577e4","lf-normalized-sha256","True","True","True","False","False","False"
"693","ENDUSER_NETWORK_VPN_SPLIT_TUNNEL_PRESENCE_SUMMARY_V1","network-evidence-v1","Network VPN split tunnel presence summary","Collects sanitized read-only local evidence for network-vpn-split-tunnel-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/693-network-vpn-split-tunnel-presence-summary.ps1","0dc24d0277b8e1119d001400944a732c270946fb952ea931b5948ae51061ce87","lf-normalized-sha256","True","True","True","False","False","False"
"694","ENDUSER_NETWORK_VPN_SAVED_AUTH_PRESENCE_SUMMARY_V1","network-evidence-v1","Network VPN saved authentication presence summary","Collects sanitized read-only local evidence for network-vpn-saved-auth-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/694-network-vpn-saved-auth-presence-summary.ps1","acebb0cd936b3b86451a91217ced136bf382e280617bdc613c724096b13cd756","lf-normalized-sha256","True","True","True","False","False","False"
"695","ENDUSER_NETWORK_VPN_PROTOCOL_CATEGORY_SUMMARY_V1","network-evidence-v1","Network VPN protocol category summary","Collects sanitized read-only local evidence for network-vpn-protocol-category-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/695-network-vpn-protocol-category-summary.ps1","30af765e1ad0685e527adbb5062f3331ee5f4dc7574530866f121a6b29ba7835","lf-normalized-sha256","True","True","True","False","False","False"
"696","ENDUSER_NETWORK_VPN_ALWAYS_ON_PRESENCE_SUMMARY_V1","network-evidence-v1","Network VPN always-on presence summary","Collects sanitized read-only local evidence for network-vpn-always-on-presence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/696-network-vpn-always-on-presence-summary.ps1","8041a2d65b4ac1ac7cbbc01945bd8fd004827c2fe821e939fed94bed907345e1","lf-normalized-sha256","True","True","True","False","False","False"
"697","ENDUSER_NETWORK_VPN_EVENT_WINDOW_SUMMARY_V1","network-evidence-v1","Network VPN event window summary","Collects sanitized read-only local evidence for network-vpn-event-window-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/697-network-vpn-event-window-summary.ps1","dffb6e1dca4d743efd7bb55d6e87b37812d873c906ecc7595f431f0801b82460","lf-normalized-sha256","True","True","True","False","False","False"
"698","ENDUSER_NETWORK_VPN_WARNING_ERROR_RATIO_SUMMARY_V1","network-evidence-v1","Network VPN warning error ratio summary","Collects sanitized read-only local evidence for network-vpn-warning-error-ratio-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/698-network-vpn-warning-error-ratio-summary.ps1","cd60b8c54ad1168c4c58d7f6eed0d7b516fe8b52f8cd236e2d54867325d75d7a","lf-normalized-sha256","True","True","True","False","False","False"
"699","ENDUSER_NETWORK_VPN_TICKET_EVIDENCE_SUMMARY_V1","network-evidence-v1","Network VPN ticket evidence summary","Collects sanitized read-only local evidence for network-vpn-ticket-evidence-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/699-network-vpn-ticket-evidence-summary.ps1","b515345bedc314267f92eec824cc967bffe244d29cc105ba81bef1874ee5a54c","lf-normalized-sha256","True","True","True","False","False","False"
"700","ENDUSER_NETWORK_EVIDENCE_EXPANDED_PACKAGE_READINESS_SUMMARY_V1","network-evidence-v1","Network evidence expanded package readiness summary","Collects sanitized read-only local evidence for network-evidence-expanded-package-readiness-summary without raw identifiers, targets, scanning, remediation, or mutation.","network-evidence","Level 1","windows","end-user","action-layers/windows/end-user/network-evidence-v1/scripts/checks/700-network-evidence-expanded-package-readiness-summary.ps1","1475fb8ec054409e58c7a844e29c9d643dc7922e72573ff00a2aab01804f1c94","lf-normalized-sha256","True","True","True","False","False","False"
